player,frame,ball_x,ball_y,ball_vx,ball_vy,self_px,opp_px,ball_served,serving_is_self,blocker_x,pred_landing_x,prev1_ball_vx,prev1_ball_vy,prev1_self_px,prev2_ball_vx,prev2_ball_vy,prev2_self_px,action,landing_dx,time_to_land,ball_speed_abs
2P,47,78,88,-7,-7,95,110,1,0,115,69.0,-7,-7,95,-7.0,-7.0,100.0,MOVE_LEFT,-26.0,0.03333333333333333,9.899494936611665
1P,48,71,81,-7,-7,105,90,1,1,110,69.0,-7,-7,105,-7.0,-7.0,110.0,MOVE_LEFT,-36.0,0.016666666666666666,9.899494936611665
2P,48,71,81,-7,-7,90,105,1,0,110,69.0,-7,-7,90,-7.0,-7.0,95.0,MOVE_LEFT,-21.0,0.016666666666666666,9.899494936611665
1P,49,64,74,-7,-7,100,85,1,1,105,80.0,-7,-7,100,-7.0,-7.0,105.0,MOVE_LEFT,-20.0,0.35,9.899494936611665
2P,49,64,74,-7,-7,85,100,1,0,105,80.0,-7,-7,85,-7.0,-7.0,90.0,MOVE_LEFT,-5.0,0.35,9.899494936611665
1P,50,57,67,-7,-7,95,80,1,1,100,75.0,-7,-7,95,-7.0,-7.0,100.0,MOVE_LEFT,-13.0,0.3333333333333333,9.899494936611665
2P,50,57,67,-7,-7,80,95,1,0,100,75.0,-7,-7,80,-7.0,-7.0,85.0,MOVE_LEFT,2.0,0.3333333333333333,9.899494936611665
1P,51,50,60,-7,-7,90,75,1,1,95,70.0,-7,-7,90,-7.0,-7.0,95.0,MOVE_LEFT,-15.0,0.3,9.899494936611665
2P,51,50,60,-7,-7,75,90,1,0,95,70.0,-7,-7,75,-7.0,-7.0,80.0,MOVE_LEFT,0.0,0.3,9.899494936611665
1P,0,95,80,0,0,80,80,0,0,-360,100.0,0,0,80,-7.0,-7.0,90.0,MOVE_RIGHT,20.0,3.3333333333333335,0.0
2P,0,95,80,0,0,80,80,0,1,-360,100.0,0,0,80,-7.0,-7.0,75.0,SERVE_TO_RIGHT,20.0,3.3333333333333335,0.0
1P,1,95,80,7,7,85,80,1,0,0,47.0,7,7,85,0.0,0.0,80.0,MOVE_RIGHT,-38.0,0.8,9.899494936611665
2P,1,95,80,7,7,80,85,1,1,0,47.0,7,7,80,0.0,0.0,80.0,MOVE_RIGHT,-33.0,0.8,9.899494936611665
1P,2,102,87,7,7,90,85,1,0,0,47.0,7,7,90,7.0,7.0,85.0,MOVE_RIGHT,-43.0,0.7833333333333333,9.899494936611665
2P,2,102,87,7,7,85,90,1,1,0,47.0,7,7,85,7.0,7.0,80.0,MOVE_RIGHT,-38.0,0.7833333333333333,9.899494936611665
1P,3,109,94,7,7,95,90,1,0,5,47.0,7,7,95,7.0,7.0,90.0,MOVE_RIGHT,-48.0,0.7666666666666667,9.899494936611665
2P,3,109,94,7,7,90,95,1,1,5,47.0,7,7,90,7.0,7.0,85.0,MOVE_RIGHT,-43.0,0.7666666666666667,9.899494936611665
1P,4,116,101,7,7,100,95,1,0,10,47.0,7,7,100,7.0,7.0,95.0,MOVE_RIGHT,-53.0,0.75,9.899494936611665
2P,4,116,101,7,7,95,100,1,1,10,47.0,7,7,95,7.0,7.0,90.0,MOVE_RIGHT,-48.0,0.75,9.899494936611665
1P,5,123,108,7,7,105,100,1,0,15,47.0,7,7,105,7.0,7.0,100.0,MOVE_RIGHT,-58.0,0.7333333333333333,9.899494936611665
2P,5,123,108,7,7,100,105,1,1,15,47.0,7,7,100,7.0,7.0,95.0,MOVE_RIGHT,-53.0,0.7333333333333333,9.899494936611665
1P,6,130,115,7,7,110,105,1,0,20,47.0,7,7,110,7.0,7.0,105.0,MOVE_RIGHT,-63.0,0.7166666666666667,9.899494936611665
2P,6,130,115,7,7,105,110,1,1,20,47.0,7,7,105,7.0,7.0,100.0,NONE,-58.0,0.7166666666666667,9.899494936611665
1P,7,137,122,7,7,115,105,1,0,25,47.0,7,7,115,7.0,7.0,110.0,MOVE_RIGHT,-68.0,0.7,9.899494936611665
2P,7,137,122,7,7,105,115,1,1,25,47.0,7,7,105,7.0,7.0,105.0,MOVE_RIGHT,-58.0,0.7,9.899494936611665
1P,8,144,129,7,7,120,110,1,0,30,47.0,7,7,120,7.0,7.0,115.0,MOVE_RIGHT,-73.0,0.6833333333333333,9.899494936611665
2P,8,144,129,7,7,110,120,1,1,30,47.0,7,7,110,7.0,7.0,105.0,MOVE_RIGHT,-63.0,0.6833333333333333,9.899494936611665
1P,9,151,136,7,7,125,115,1,0,35,47.0,7,7,125,7.0,7.0,120.0,MOVE_RIGHT,-78.0,0.6666666666666666,9.899494936611665
2P,9,151,136,7,7,115,125,1,1,35,47.0,7,7,115,7.0,7.0,110.0,MOVE_RIGHT,-68.0,0.6666666666666666,9.899494936611665
1P,10,158,143,7,7,130,120,1,0,40,47.0,7,7,130,7.0,7.0,125.0,MOVE_RIGHT,-83.0,0.65,9.899494936611665
2P,10,158,143,7,7,120,130,1,1,40,47.0,7,7,120,7.0,7.0,115.0,MOVE_RIGHT,-73.0,0.65,9.899494936611665
1P,11,165,150,7,7,135,125,1,0,45,47.0,7,7,135,7.0,7.0,130.0,MOVE_RIGHT,-88.0,0.6333333333333333,9.899494936611665
2P,11,165,150,7,7,125,135,1,1,45,47.0,7,7,125,7.0,7.0,120.0,MOVE_RIGHT,-78.0,0.6333333333333333,9.899494936611665
1P,12,172,157,7,7,140,130,1,0,50,47.0,7,7,140,7.0,7.0,135.0,MOVE_RIGHT,-93.0,0.6166666666666667,9.899494936611665
2P,12,172,157,7,7,130,140,1,1,50,47.0,7,7,130,7.0,7.0,125.0,MOVE_RIGHT,-83.0,0.6166666666666667,9.899494936611665
1P,13,179,164,7,7,145,135,1,0,55,47.0,7,7,145,7.0,7.0,140.0,NONE,-98.0,0.6,9.899494936611665
2P,13,179,164,7,7,135,145,1,1,55,47.0,7,7,135,7.0,7.0,130.0,MOVE_RIGHT,-88.0,0.6,9.899494936611665
1P,14,186,171,7,7,145,140,1,0,60,47.0,7,7,145,7.0,7.0,145.0,MOVE_RIGHT,-98.0,0.5833333333333334,9.899494936611665
2P,14,186,171,7,7,140,145,1,1,60,47.0,7,7,140,7.0,7.0,135.0,MOVE_RIGHT,-93.0,0.5833333333333334,9.899494936611665
1P,15,190,178,-7,7,150,145,1,0,65,47.0,-7,7,150,7.0,7.0,145.0,MOVE_RIGHT,-103.0,0.5666666666666667,9.899494936611665
2P,15,190,178,-7,7,145,150,1,1,65,47.0,-7,7,145,7.0,7.0,140.0,MOVE_LEFT,-98.0,0.5666666666666667,9.899494936611665
1P,16,183,185,-7,7,155,140,1,0,70,47.0,-7,7,155,-7.0,7.0,150.0,MOVE_RIGHT,-108.0,0.55,9.899494936611665
2P,16,183,185,-7,7,140,155,1,1,70,47.0,-7,7,140,-7.0,7.0,145.0,MOVE_LEFT,-93.0,0.55,9.899494936611665
1P,17,176,192,-7,7,160,135,1,0,75,47.0,-7,7,160,-7.0,7.0,155.0,MOVE_RIGHT,-113.0,0.5333333333333333,9.899494936611665
2P,17,176,192,-7,7,135,160,1,1,75,47.0,-7,7,135,-7.0,7.0,140.0,MOVE_LEFT,-88.0,0.5333333333333333,9.899494936611665
1P,18,169,199,-7,7,160,130,1,0,80,47.0,-7,7,160,-7.0,7.0,160.0,MOVE_RIGHT,-113.0,0.5166666666666667,9.899494936611665
2P,18,169,199,-7,7,130,160,1,1,80,47.0,-7,7,130,-7.0,7.0,135.0,MOVE_LEFT,-83.0,0.5166666666666667,9.899494936611665
1P,19,162,206,-7,7,160,125,1,0,85,111.0,-7,7,160,-7.0,7.0,160.0,NONE,-49.0,0.5,9.899494936611665
2P,19,162,206,-7,7,125,160,1,1,85,111.0,-7,7,125,-7.0,7.0,130.0,MOVE_LEFT,-14.0,0.5,9.899494936611665
1P,20,155,213,-7,7,160,120,1,0,90,47.0,-7,7,160,-7.0,7.0,160.0,NONE,-113.0,0.48333333333333334,9.899494936611665
2P,20,155,213,-7,7,120,160,1,1,90,47.0,-7,7,120,-7.0,7.0,125.0,MOVE_LEFT,-73.0,0.48333333333333334,9.899494936611665
1P,21,148,220,-7,7,160,115,1,0,95,97.0,-7,7,160,-7.0,7.0,160.0,MOVE_LEFT,-63.0,0.4666666666666667,9.899494936611665
2P,21,148,220,-7,7,115,160,1,1,95,97.0,-7,7,115,-7.0,7.0,120.0,MOVE_RIGHT,-18.0,0.4666666666666667,9.899494936611665
1P,22,141,227,-7,7,155,120,1,0,100,83.0,-7,7,155,-7.0,7.0,160.0,MOVE_LEFT,-72.0,0.45,9.899494936611665
2P,22,141,227,-7,7,120,155,1,1,100,83.0,-7,7,120,-7.0,7.0,115.0,MOVE_LEFT,-37.0,0.45,9.899494936611665
1P,23,135,234,7,7,150,115,1,0,105,69.0,7,7,150,-7.0,7.0,155.0,MOVE_LEFT,-81.0,0.43333333333333335,9.899494936611665
2P,23,135,234,7,7,115,150,1,1,105,69.0,7,7,115,-7.0,7.0,120.0,MOVE_RIGHT,-46.0,0.43333333333333335,9.899494936611665
1P,24,142,241,7,7,145,120,1,0,110,69.0,7,7,145,7.0,7.0,150.0,NONE,-76.0,0.4166666666666667,9.899494936611665
2P,24,142,241,7,7,120,145,1,1,110,69.0,7,7,120,7.0,7.0,115.0,MOVE_RIGHT,-51.0,0.4166666666666667,9.899494936611665
1P,25,149,248,7,7,145,125,1,0,115,69.0,7,7,145,7.0,7.0,145.0,NONE,-76.0,0.4,9.899494936611665
2P,25,149,248,7,7,125,145,1,1,115,69.0,7,7,125,7.0,7.0,120.0,MOVE_RIGHT,-56.0,0.4,9.899494936611665
1P,26,156,255,7,7,145,130,1,0,120,69.0,7,7,145,7.0,7.0,145.0,MOVE_RIGHT,-76.0,0.38333333333333336,9.899494936611665
2P,26,156,255,7,7,130,145,1,1,120,69.0,7,7,130,7.0,7.0,125.0,MOVE_RIGHT,-61.0,0.38333333333333336,9.899494936611665
1P,27,163,262,7,7,150,135,1,0,125,69.0,7,7,150,7.0,7.0,145.0,MOVE_RIGHT,-81.0,0.36666666666666664,9.899494936611665
2P,27,163,262,7,7,135,150,1,1,125,69.0,7,7,135,7.0,7.0,130.0,MOVE_RIGHT,-66.0,0.36666666666666664,9.899494936611665
1P,28,170,269,7,7,155,140,1,0,130,69.0,7,7,155,7.0,7.0,150.0,MOVE_RIGHT,-86.0,0.35,9.899494936611665
2P,28,170,269,7,7,140,155,1,1,130,69.0,7,7,140,7.0,7.0,135.0,MOVE_RIGHT,-71.0,0.35,9.899494936611665
1P,29,177,276,7,7,160,145,1,0,135,69.0,7,7,160,7.0,7.0,155.0,MOVE_RIGHT,-91.0,0.3333333333333333,9.899494936611665
2P,29,177,276,7,7,145,160,1,1,135,69.0,7,7,145,7.0,7.0,140.0,MOVE_RIGHT,-76.0,0.3333333333333333,9.899494936611665
1P,30,184,283,7,7,160,150,1,0,140,69.0,7,7,160,7.0,7.0,160.0,MOVE_RIGHT,-91.0,0.31666666666666665,9.899494936611665
2P,30,184,283,7,7,150,160,1,1,140,69.0,7,7,150,7.0,7.0,145.0,MOVE_RIGHT,-81.0,0.31666666666666665,9.899494936611665
1P,31,190,290,-7,7,160,155,1,0,145,69.0,-7,7,160,7.0,7.0,160.0,MOVE_RIGHT,-91.0,0.3,9.899494936611665
2P,31,190,290,-7,7,155,160,1,1,145,69.0,-7,7,155,7.0,7.0,150.0,MOVE_LEFT,-86.0,0.3,9.899494936611665
1P,32,183,297,-7,7,160,150,1,0,150,69.0,-7,7,160,-7.0,7.0,160.0,MOVE_LEFT,-91.0,0.2833333333333333,9.899494936611665
2P,32,183,297,-7,7,150,160,1,1,150,69.0,-7,7,150,-7.0,7.0,155.0,MOVE_LEFT,-81.0,0.2833333333333333,9.899494936611665
1P,33,176,304,-7,7,155,145,1,0,155,69.0,-7,7,155,-7.0,7.0,160.0,MOVE_RIGHT,-86.0,0.26666666666666666,9.899494936611665
2P,33,176,304,-7,7,145,155,1,1,155,69.0,-7,7,145,-7.0,7.0,150.0,MOVE_LEFT,-76.0,0.26666666666666666,9.899494936611665
1P,34,169,311,-7,7,160,140,1,0,160,69.0,-7,7,160,-7.0,7.0,155.0,MOVE_RIGHT,-91.0,0.25,9.899494936611665
2P,34,169,311,-7,7,140,160,1,1,160,69.0,-7,7,140,-7.0,7.0,145.0,MOVE_LEFT,-71.0,0.25,9.899494936611665
1P,35,162,318,-7,7,160,135,1,0,165,69.0,-7,7,160,-7.0,7.0,160.0,NONE,-91.0,0.23333333333333334,9.899494936611665
2P,35,162,318,-7,7,135,160,1,1,165,69.0,-7,7,135,-7.0,7.0,140.0,MOVE_LEFT,-66.0,0.23333333333333334,9.899494936611665
1P,36,155,325,-7,7,160,130,1,0,170,69.0,-7,7,160,-7.0,7.0,160.0,NONE,-91.0,0.21666666666666667,9.899494936611665
2P,36,155,325,-7,7,130,160,1,1,170,69.0,-7,7,130,-7.0,7.0,135.0,MOVE_LEFT,-61.0,0.21666666666666667,9.899494936611665
1P,37,148,332,-7,7,160,125,1,0,165,69.0,-7,7,160,-7.0,7.0,160.0,MOVE_LEFT,-91.0,0.2,9.899494936611665
2P,37,148,332,-7,7,125,160,1,1,165,69.0,-7,7,125,-7.0,7.0,130.0,MOVE_LEFT,-56.0,0.2,9.899494936611665
1P,38,141,339,-7,7,155,120,1,0,160,69.0,-7,7,155,-7.0,7.0,160.0,MOVE_LEFT,-86.0,0.18333333333333332,9.899494936611665
2P,38,141,339,-7,7,120,155,1,1,160,69.0,-7,7,120,-7.0,7.0,125.0,MOVE_LEFT,-51.0,0.18333333333333332,9.899494936611665
1P,39,134,346,-7,7,150,115,1,0,155,69.0,-7,7,150,-7.0,7.0,155.0,MOVE_LEFT,-81.0,0.16666666666666666,9.899494936611665
2P,39,134,346,-7,7,115,150,1,1,155,69.0,-7,7,115,-7.0,7.0,120.0,MOVE_LEFT,-46.0,0.16666666666666666,9.899494936611665
1P,40,127,353,-7,7,145,110,1,0,150,69.0,-7,7,145,-7.0,7.0,150.0,MOVE_LEFT,-76.0,0.15,9.899494936611665
2P,40,127,353,-7,7,110,145,1,1,150,69.0,-7,7,110,-7.0,7.0,115.0,MOVE_LEFT,-41.0,0.15,9.899494936611665
1P,41,120,360,-7,7,140,105,1,0,145,69.0,-7,7,140,-7.0,7.0,145.0,MOVE_LEFT,-71.0,0.13333333333333333,9.899494936611665
2P,41,120,360,-7,7,105,140,1,1,145,69.0,-7,7,105,-7.0,7.0,110.0,MOVE_LEFT,-36.0,0.13333333333333333,9.899494936611665
1P,42,113,367,-7,7,135,100,1,0,140,69.0,-7,7,135,-7.0,7.0,140.0,MOVE_LEFT,-66.0,0.11666666666666667,9.899494936611665
2P,42,113,367,-7,7,100,135,1,1,140,69.0,-7,7,100,-7.0,7.0,105.0,MOVE_LEFT,-31.0,0.11666666666666667,9.899494936611665
1P,43,106,374,-7,7,130,95,1,0,135,69.0,-7,7,130,-7.0,7.0,135.0,MOVE_LEFT,-61.0,0.1,9.899494936611665
2P,43,106,374,-7,7,95,130,1,1,135,69.0,-7,7,95,-7.0,7.0,100.0,MOVE_LEFT,-26.0,0.1,9.899494936611665
1P,44,99,381,-7,7,125,90,1,0,130,69.0,-7,7,125,-7.0,7.0,130.0,MOVE_LEFT,-56.0,0.08333333333333333,9.899494936611665
2P,44,99,381,-7,7,90,125,1,1,130,69.0,-7,7,90,-7.0,7.0,95.0,MOVE_LEFT,-21.0,0.08333333333333333,9.899494936611665
1P,45,92,388,-7,7,120,85,1,0,125,69.0,-7,7,120,-7.0,7.0,125.0,MOVE_LEFT,-51.0,0.06666666666666667,9.899494936611665
2P,45,92,388,-7,7,85,120,1,1,125,69.0,-7,7,85,-7.0,7.0,90.0,MOVE_LEFT,-16.0,0.06666666666666667,9.899494936611665
1P,46,85,395,-7,7,115,80,1,0,120,69.0,-7,7,115,-7.0,7.0,120.0,MOVE_RIGHT,-46.0,0.05,9.899494936611665
2P,46,85,395,-7,7,80,115,1,1,120,69.0,-7,7,80,-7.0,7.0,85.0,MOVE_LEFT,-11.0,0.05,9.899494936611665
1P,47,78,402,-7,7,120,75,1,0,115,69.0,-7,7,120,-7.0,7.0,115.0,MOVE_LEFT,-51.0,0.03333333333333333,9.899494936611665
2P,47,78,402,-7,7,75,120,1,1,115,69.0,-7,7,75,-7.0,7.0,80.0,MOVE_LEFT,-6.0,0.03333333333333333,9.899494936611665
1P,48,71,409,-7,7,115,70,1,0,110,69.0,-7,7,115,-7.0,7.0,120.0,MOVE_LEFT,-46.0,0.016666666666666666,9.899494936611665
2P,48,71,409,-7,7,70,115,1,1,110,69.0,-7,7,70,-7.0,7.0,75.0,MOVE_LEFT,-1.0,0.016666666666666666,9.899494936611665
1P,49,64,416,-7,7,110,65,1,0,105,83.0,-7,7,110,-7.0,7.0,115.0,MOVE_LEFT,-27.0,1.1666666666666667,9.899494936611665
2P,49,64,416,-7,7,65,110,1,1,105,83.0,-7,7,65,-7.0,7.0,70.0,MOVE_LEFT,18.0,1.1666666666666667,9.899494936611665
1P,50,57,423,-7,7,105,60,1,0,100,97.0,-7,7,105,-7.0,7.0,110.0,MOVE_LEFT,-8.0,1.15,9.899494936611665
2P,50,57,423,-7,7,60,105,1,1,100,97.0,-7,7,60,-7.0,7.0,65.0,MOVE_LEFT,37.0,1.15,9.899494936611665
1P,51,50,430,-7,7,100,55,1,0,95,111.0,-7,7,100,-7.0,7.0,105.0,MOVE_LEFT,11.0,1.1333333333333333,9.899494936611665
2P,51,50,430,-7,7,55,100,1,1,95,111.0,-7,7,55,-7.0,7.0,60.0,MOVE_LEFT,56.0,1.1333333333333333,9.899494936611665
1P,0,95,410,0,0,80,80,0,1,-320,100.0,0,0,80,-7.0,7.0,100.0,SERVE_TO_RIGHT,20.0,3.3333333333333335,0.0
2P,0,95,410,0,0,80,80,0,0,-320,100.0,0,0,80,-7.0,7.0,55.0,MOVE_RIGHT,20.0,3.3333333333333335,0.0
1P,1,95,410,7,-7,80,85,1,1,0,47.0,7,-7,80,0.0,0.0,80.0,MOVE_RIGHT,-33.0,0.8,9.899494936611665
2P,1,95,410,7,-7,85,80,1,0,0,47.0,7,-7,85,0.0,0.0,80.0,MOVE_RIGHT,-38.0,0.8,9.899494936611665
1P,2,102,403,7,-7,85,90,1,1,0,47.0,7,-7,85,7.0,-7.0,80.0,MOVE_RIGHT,-38.0,0.7833333333333333,9.899494936611665
2P,2,102,403,7,-7,90,85,1,0,0,47.0,7,-7,90,7.0,-7.0,85.0,MOVE_RIGHT,-43.0,0.7833333333333333,9.899494936611665
1P,3,109,396,7,-7,90,95,1,1,5,47.0,7,-7,90,7.0,-7.0,85.0,MOVE_RIGHT,-43.0,0.7666666666666667,9.899494936611665
2P,3,109,396,7,-7,95,90,1,0,5,47.0,7,-7,95,7.0,-7.0,90.0,MOVE_RIGHT,-48.0,0.7666666666666667,9.899494936611665
1P,4,116,389,7,-7,95,100,1,1,10,47.0,7,-7,95,7.0,-7.0,90.0,MOVE_RIGHT,-48.0,0.75,9.899494936611665
2P,4,116,389,7,-7,100,95,1,0,10,47.0,7,-7,100,7.0,-7.0,95.0,MOVE_RIGHT,-53.0,0.75,9.899494936611665
1P,5,123,382,7,-7,100,105,1,1,15,47.0,7,-7,100,7.0,-7.0,95.0,MOVE_RIGHT,-53.0,0.7333333333333333,9.899494936611665
2P,5,123,382,7,-7,105,100,1,0,15,47.0,7,-7,105,7.0,-7.0,100.0,NONE,-58.0,0.7333333333333333,9.899494936611665
1P,6,130,375,7,-7,105,105,1,1,20,47.0,7,-7,105,7.0,-7.0,100.0,MOVE_RIGHT,-58.0,0.7166666666666667,9.899494936611665
2P,6,130,375,7,-7,105,105,1,0,20,47.0,7,-7,105,7.0,-7.0,105.0,MOVE_RIGHT,-58.0,0.7166666666666667,9.899494936611665
1P,7,137,368,7,-7,110,110,1,1,25,47.0,7,-7,110,7.0,-7.0,105.0,MOVE_RIGHT,-63.0,0.7,9.899494936611665
2P,7,137,368,7,-7,110,110,1,0,25,47.0,7,-7,110,7.0,-7.0,105.0,MOVE_RIGHT,-63.0,0.7,9.899494936611665
1P,8,144,361,7,-7,115,115,1,1,30,47.0,7,-7,115,7.0,-7.0,110.0,MOVE_RIGHT,-68.0,0.6833333333333333,9.899494936611665
2P,8,144,361,7,-7,115,115,1,0,30,47.0,7,-7,115,7.0,-7.0,110.0,MOVE_RIGHT,-68.0,0.6833333333333333,9.899494936611665
1P,9,151,354,7,-7,120,120,1,1,35,47.0,7,-7,120,7.0,-7.0,115.0,MOVE_RIGHT,-73.0,0.6666666666666666,9.899494936611665
2P,9,151,354,7,-7,120,120,1,0,35,47.0,7,-7,120,7.0,-7.0,115.0,MOVE_LEFT,-73.0,0.6666666666666666,9.899494936611665
1P,10,158,347,7,-7,125,115,1,1,40,47.0,7,-7,125,7.0,-7.0,120.0,MOVE_RIGHT,-78.0,0.65,9.899494936611665
2P,10,158,347,7,-7,115,125,1,0,40,47.0,7,-7,115,7.0,-7.0,120.0,MOVE_RIGHT,-68.0,0.65,9.899494936611665
1P,11,165,340,7,-7,130,120,1,1,45,47.0,7,-7,130,7.0,-7.0,125.0,MOVE_RIGHT,-83.0,0.6333333333333333,9.899494936611665
2P,11,165,340,7,-7,120,130,1,0,45,47.0,7,-7,120,7.0,-7.0,115.0,MOVE_RIGHT,-73.0,0.6333333333333333,9.899494936611665
1P,12,172,333,7,-7,135,125,1,1,50,47.0,7,-7,135,7.0,-7.0,130.0,MOVE_RIGHT,-88.0,0.6166666666666667,9.899494936611665
2P,12,172,333,7,-7,125,135,1,0,50,47.0,7,-7,125,7.0,-7.0,120.0,MOVE_RIGHT,-78.0,0.6166666666666667,9.899494936611665
1P,13,179,326,7,-7,140,130,1,1,55,47.0,7,-7,140,7.0,-7.0,135.0,MOVE_RIGHT,-93.0,0.6,9.899494936611665
2P,13,179,326,7,-7,130,140,1,0,55,47.0,7,-7,130,7.0,-7.0,125.0,MOVE_RIGHT,-83.0,0.6,9.899494936611665
1P,14,186,319,7,-7,145,135,1,1,60,47.0,7,-7,145,7.0,-7.0,140.0,MOVE_RIGHT,-98.0,0.5833333333333334,9.899494936611665
2P,14,186,319,7,-7,135,145,1,0,60,47.0,7,-7,135,7.0,-7.0,130.0,MOVE_RIGHT,-88.0,0.5833333333333334,9.899494936611665
1P,15,190,312,-7,-7,150,140,1,1,65,47.0,-7,-7,150,7.0,-7.0,145.0,MOVE_RIGHT,-103.0,0.5666666666666667,9.899494936611665
2P,15,190,312,-7,-7,140,150,1,0,65,47.0,-7,-7,140,7.0,-7.0,135.0,NONE,-93.0,0.5666666666666667,9.899494936611665
1P,16,183,305,-7,-7,155,140,1,1,70,47.0,-7,-7,155,-7.0,-7.0,150.0,MOVE_RIGHT,-108.0,0.55,9.899494936611665
2P,16,183,305,-7,-7,140,155,1,0,70,47.0,-7,-7,140,-7.0,-7.0,140.0,MOVE_LEFT,-93.0,0.55,9.899494936611665
1P,17,176,298,-7,-7,160,135,1,1,75,47.0,-7,-7,160,-7.0,-7.0,155.0,MOVE_RIGHT,-113.0,0.5333333333333333,9.899494936611665
2P,17,176,298,-7,-7,135,160,1,0,75,47.0,-7,-7,135,-7.0,-7.0,140.0,MOVE_LEFT,-88.0,0.5333333333333333,9.899494936611665
1P,18,169,291,-7,-7,160,130,1,1,80,47.0,-7,-7,160,-7.0,-7.0,160.0,MOVE_RIGHT,-113.0,0.5166666666666667,9.899494936611665
2P,18,169,291,-7,-7,130,160,1,0,80,47.0,-7,-7,130,-7.0,-7.0,135.0,MOVE_LEFT,-83.0,0.5166666666666667,9.899494936611665
1P,19,162,284,-7,-7,160,125,1,1,85,111.0,-7,-7,160,-7.0,-7.0,160.0,NONE,-49.0,0.5,9.899494936611665
2P,19,162,284,-7,-7,125,160,1,0,85,111.0,-7,-7,125,-7.0,-7.0,130.0,MOVE_LEFT,-14.0,0.5,9.899494936611665
1P,20,155,277,-7,-7,160,120,1,1,90,47.0,-7,-7,160,-7.0,-7.0,160.0,NONE,-113.0,0.48333333333333334,9.899494936611665
2P,20,155,277,-7,-7,120,160,1,0,90,47.0,-7,-7,120,-7.0,-7.0,125.0,MOVE_LEFT,-73.0,0.48333333333333334,9.899494936611665
1P,21,148,270,-7,-7,160,115,1,1,95,97.0,-7,-7,160,-7.0,-7.0,160.0,MOVE_RIGHT,-63.0,0.4666666666666667,9.899494936611665
2P,21,148,270,-7,-7,115,160,1,0,95,97.0,-7,-7,115,-7.0,-7.0,120.0,MOVE_LEFT,-18.0,0.4666666666666667,9.899494936611665
1P,22,141,263,-7,-7,160,110,1,1,100,83.0,-7,-7,160,-7.0,-7.0,160.0,MOVE_LEFT,-77.0,0.45,9.899494936611665
2P,22,141,263,-7,-7,110,160,1,0,100,83.0,-7,-7,110,-7.0,-7.0,115.0,MOVE_LEFT,-27.0,0.45,9.899494936611665
1P,23,135,256,7,-7,155,105,1,1,105,69.0,7,-7,155,-7.0,-7.0,160.0,MOVE_LEFT,-86.0,0.43333333333333335,9.899494936611665
2P,23,135,256,7,-7,105,155,1,0,105,69.0,7,-7,105,-7.0,-7.0,110.0,MOVE_RIGHT,-36.0,0.43333333333333335,9.899494936611665
1P,24,142,249,7,-7,150,110,1,1,110,69.0,7,-7,150,7.0,-7.0,155.0,MOVE_LEFT,-81.0,0.4166666666666667,9.899494936611665
2P,24,142,249,7,-7,110,150,1,0,110,69.0,7,-7,110,7.0,-7.0,105.0,MOVE_RIGHT,-41.0,0.4166666666666667,9.899494936611665
1P,25,149,242,7,-7,145,115,1,1,115,69.0,7,-7,145,7.0,-7.0,150.0,NONE,-76.0,0.4,9.899494936611665
2P,25,149,242,7,-7,115,145,1,0,115,69.0,7,-7,115,7.0,-7.0,110.0,MOVE_RIGHT,-46.0,0.4,9.899494936611665
1P,26,156,235,7,-7,145,120,1,1,120,69.0,7,-7,145,7.0,-7.0,145.0,MOVE_RIGHT,-76.0,0.38333333333333336,9.899494936611665
2P,26,156,235,7,-7,120,145,1,0,120,69.0,7,-7,120,7.0,-7.0,115.0,MOVE_RIGHT,-51.0,0.38333333333333336,9.899494936611665
1P,27,163,228,7,-7,150,125,1,1,125,69.0,7,-7,150,7.0,-7.0,145.0,MOVE_RIGHT,-81.0,0.36666666666666664,9.899494936611665
2P,27,163,228,7,-7,125,150,1,0,125,69.0,7,-7,125,7.0,-7.0,120.0,MOVE_RIGHT,-56.0,0.36666666666666664,9.899494936611665
1P,28,170,221,7,-7,155,130,1,1,130,69.0,7,-7,155,7.0,-7.0,150.0,MOVE_RIGHT,-86.0,0.35,9.899494936611665
2P,28,170,221,7,-7,130,155,1,0,130,69.0,7,-7,130,7.0,-7.0,125.0,MOVE_RIGHT,-61.0,0.35,9.899494936611665
1P,29,177,214,7,-7,160,135,1,1,135,69.0,7,-7,160,7.0,-7.0,155.0,MOVE_RIGHT,-91.0,0.3333333333333333,9.899494936611665
2P,29,177,214,7,-7,135,160,1,0,135,69.0,7,-7,135,7.0,-7.0,130.0,MOVE_RIGHT,-66.0,0.3333333333333333,9.899494936611665
1P,30,184,207,7,-7,160,140,1,1,140,69.0,7,-7,160,7.0,-7.0,160.0,MOVE_RIGHT,-91.0,0.31666666666666665,9.899494936611665
2P,30,184,207,7,-7,140,160,1,0,140,69.0,7,-7,140,7.0,-7.0,135.0,MOVE_LEFT,-71.0,0.31666666666666665,9.899494936611665
1P,31,190,200,-7,-7,160,135,1,1,145,69.0,-7,-7,160,7.0,-7.0,160.0,MOVE_RIGHT,-91.0,0.3,9.899494936611665
2P,31,190,200,-7,-7,135,160,1,0,145,69.0,-7,-7,135,7.0,-7.0,140.0,NONE,-66.0,0.3,9.899494936611665
