player,frame,ball_x,ball_y,ball_vx,ball_vy,self_px,opp_px,ball_served,serving_is_self,blocker_x,pred_landing_x,prev1_ball_vx,prev1_ball_vy,prev1_self_px,prev2_ball_vx,prev2_ball_vy,prev2_self_px,action,landing_dx,time_to_land,ball_speed_abs
2P,81,130,304,-10,7,105,135,1,0,55,35.0,-10,7,105,-10.0,7.0,110.0,MOVE_LEFT,-70.0,0.26666666666666666,12.206555615733702
1P,82,120,311,-10,7,135,100,1,1,60,35.0,-10,7,135,-10.0,7.0,135.0,MOVE_LEFT,-100.0,0.25,12.206555615733702
2P,82,120,311,-10,7,100,135,1,0,60,35.0,-10,7,100,-10.0,7.0,105.0,MOVE_LEFT,-65.0,0.25,12.206555615733702
1P,83,110,318,-10,7,130,95,1,1,65,35.0,-10,7,130,-10.0,7.0,135.0,MOVE_LEFT,-95.0,0.23333333333333334,12.206555615733702
2P,83,110,318,-10,7,95,130,1,0,65,35.0,-10,7,95,-10.0,7.0,100.0,MOVE_LEFT,-60.0,0.23333333333333334,12.206555615733702
1P,84,100,325,-10,7,125,90,1,1,70,35.0,-10,7,125,-10.0,7.0,130.0,MOVE_LEFT,-90.0,0.21666666666666667,12.206555615733702
2P,84,100,325,-10,7,90,125,1,0,70,35.0,-10,7,90,-10.0,7.0,95.0,MOVE_LEFT,-55.0,0.21666666666666667,12.206555615733702
1P,85,90,332,-10,7,120,85,1,1,75,35.0,-10,7,120,-10.0,7.0,125.0,MOVE_LEFT,-85.0,0.2,12.206555615733702
2P,85,90,332,-10,7,85,120,1,0,75,35.0,-10,7,85,-10.0,7.0,90.0,MOVE_LEFT,-50.0,0.2,12.206555615733702
1P,86,80,339,-10,7,115,80,1,1,80,35.0,-10,7,115,-10.0,7.0,120.0,MOVE_LEFT,-80.0,0.18333333333333332,12.206555615733702
2P,86,80,339,-10,7,80,115,1,0,80,35.0,-10,7,80,-10.0,7.0,85.0,MOVE_LEFT,-45.0,0.18333333333333332,12.206555615733702
1P,87,70,346,-10,7,110,75,1,1,85,35.0,-10,7,110,-10.0,7.0,115.0,MOVE_LEFT,-75.0,0.16666666666666666,12.206555615733702
2P,87,70,346,-10,7,75,110,1,0,85,35.0,-10,7,75,-10.0,7.0,80.0,MOVE_LEFT,-40.0,0.16666666666666666,12.206555615733702
1P,88,60,353,-10,7,105,70,1,1,90,35.0,-10,7,105,-10.0,7.0,110.0,MOVE_LEFT,-70.0,0.15,12.206555615733702
2P,88,60,353,-10,7,70,105,1,0,90,35.0,-10,7,70,-10.0,7.0,75.0,MOVE_LEFT,-35.0,0.15,12.206555615733702
1P,89,50,360,-10,7,100,65,1,1,95,35.0,-10,7,100,-10.0,7.0,105.0,MOVE_LEFT,-65.0,0.13333333333333333,12.206555615733702
2P,89,50,360,-10,7,65,100,1,0,95,35.0,-10,7,65,-10.0,7.0,70.0,MOVE_LEFT,-30.0,0.13333333333333333,12.206555615733702
1P,90,40,367,-10,7,95,60,1,1,100,35.0,-10,7,95,-10.0,7.0,100.0,MOVE_LEFT,-60.0,0.11666666666666667,12.206555615733702
2P,90,40,367,-10,7,60,95,1,0,100,35.0,-10,7,60,-10.0,7.0,65.0,MOVE_RIGHT,-25.0,0.11666666666666667,12.206555615733702
1P,91,30,374,-10,7,90,65,1,1,105,35.0,-10,7,90,-10.0,7.0,95.0,MOVE_RIGHT,-55.0,0.1,12.206555615733702
2P,91,30,374,-10,7,65,90,1,0,105,35.0,-10,7,65,-10.0,7.0,60.0,MOVE_LEFT,-30.0,0.1,12.206555615733702
1P,92,20,381,-10,7,95,60,1,1,110,35.0,-10,7,95,-10.0,7.0,90.0,MOVE_LEFT,-60.0,0.08333333333333333,12.206555615733702
2P,92,20,381,-10,7,60,95,1,0,110,35.0,-10,7,60,-10.0,7.0,65.0,MOVE_LEFT,-25.0,0.08333333333333333,12.206555615733702
1P,93,10,388,-10,7,90,55,1,1,115,35.0,-10,7,90,-10.0,7.0,95.0,MOVE_RIGHT,-55.0,0.06666666666666667,12.206555615733702
2P,93,10,388,-10,7,55,90,1,0,115,35.0,-10,7,55,-10.0,7.0,60.0,MOVE_LEFT,-20.0,0.06666666666666667,12.206555615733702
1P,94,0,395,10,7,95,50,1,1,120,35.0,10,7,95,-10.0,7.0,90.0,MOVE_LEFT,-60.0,0.05,12.206555615733702
2P,94,0,395,10,7,50,95,1,0,120,35.0,10,7,50,-10.0,7.0,55.0,MOVE_RIGHT,-15.0,0.05,12.206555615733702
1P,95,10,402,10,7,90,55,1,1,125,35.0,10,7,90,10.0,7.0,95.0,MOVE_LEFT,-55.0,0.03333333333333333,12.206555615733702
2P,95,10,402,10,7,55,90,1,0,125,35.0,10,7,55,10.0,7.0,50.0,MOVE_RIGHT,-20.0,0.03333333333333333,12.206555615733702
1P,96,20,409,10,7,85,60,1,1,130,35.0,10,7,85,10.0,7.0,90.0,MOVE_LEFT,-50.0,0.016666666666666666,12.206555615733702
2P,96,20,409,10,7,60,85,1,0,130,35.0,10,7,60,10.0,7.0,55.0,MOVE_RIGHT,-25.0,0.016666666666666666,12.206555615733702
1P,97,30,416,10,7,80,65,1,1,135,95.0,10,7,80,10.0,7.0,85.0,MOVE_LEFT,15.0,1.1666666666666667,12.206555615733702
2P,97,30,416,10,7,65,80,1,0,135,95.0,10,7,65,10.0,7.0,60.0,MOVE_RIGHT,30.0,1.1666666666666667,12.206555615733702
1P,98,40,423,10,7,75,70,1,1,140,35.0,10,7,75,10.0,7.0,80.0,MOVE_LEFT,-40.0,1.15,12.206555615733702
2P,98,40,423,10,7,70,75,1,0,140,35.0,10,7,70,10.0,7.0,65.0,MOVE_RIGHT,-35.0,1.15,12.206555615733702
1P,99,50,430,10,7,70,75,1,1,145,35.0,10,7,70,10.0,7.0,75.0,MOVE_LEFT,-35.0,1.1333333333333333,12.206555615733702
2P,99,50,430,10,7,75,70,1,0,145,35.0,10,7,75,10.0,7.0,70.0,MOVE_RIGHT,-40.0,1.1333333333333333,12.206555615733702
1P,0,95,80,0,0,80,80,0,0,-340,100.0,0,0,80,10.0,7.0,70.0,MOVE_RIGHT,20.0,3.3333333333333335,0.0
2P,0,95,80,0,0,80,80,0,1,-340,100.0,0,0,80,10.0,7.0,75.0,SERVE_TO_LEFT,20.0,3.3333333333333335,0.0
1P,1,95,80,-7,7,85,80,1,0,0,153.0,-7,7,85,0.0,0.0,80.0,MOVE_RIGHT,68.0,0.8,9.899494936611665
2P,1,95,80,-7,7,80,85,1,1,0,153.0,-7,7,80,0.0,0.0,80.0,MOVE_LEFT,73.0,0.8,9.899494936611665
1P,2,88,87,-7,7,90,75,1,0,5,153.0,-7,7,90,-7.0,7.0,85.0,NONE,63.0,0.7833333333333333,9.899494936611665
2P,2,88,87,-7,7,75,90,1,1,5,153.0,-7,7,75,-7.0,7.0,80.0,MOVE_LEFT,78.0,0.7833333333333333,9.899494936611665
1P,3,81,94,-7,7,90,70,1,0,10,153.0,-7,7,90,-7.0,7.0,90.0,MOVE_LEFT,63.0,0.7666666666666667,9.899494936611665
2P,3,81,94,-7,7,70,90,1,1,10,153.0,-7,7,70,-7.0,7.0,75.0,MOVE_LEFT,83.0,0.7666666666666667,9.899494936611665
1P,4,74,101,-7,7,85,65,1,0,15,153.0,-7,7,85,-7.0,7.0,90.0,MOVE_LEFT,68.0,0.75,9.899494936611665
2P,4,74,101,-7,7,65,85,1,1,15,153.0,-7,7,65,-7.0,7.0,70.0,MOVE_LEFT,88.0,0.75,9.899494936611665
1P,5,67,108,-7,7,80,60,1,0,20,153.0,-7,7,80,-7.0,7.0,85.0,MOVE_LEFT,73.0,0.7333333333333333,9.899494936611665
2P,5,67,108,-7,7,60,80,1,1,20,153.0,-7,7,60,-7.0,7.0,65.0,MOVE_LEFT,93.0,0.7333333333333333,9.899494936611665
1P,6,60,115,-7,7,75,55,1,0,25,153.0,-7,7,75,-7.0,7.0,80.0,MOVE_LEFT,78.0,0.7166666666666667,9.899494936611665
2P,6,60,115,-7,7,55,75,1,1,25,153.0,-7,7,55,-7.0,7.0,60.0,MOVE_LEFT,98.0,0.7166666666666667,9.899494936611665
1P,7,53,122,-7,7,70,50,1,0,30,181.0,-7,7,70,-7.0,7.0,75.0,MOVE_LEFT,111.0,0.6333333333333333,9.899494936611665
2P,7,53,122,-7,7,50,70,1,1,30,181.0,-7,7,50,-7.0,7.0,55.0,MOVE_LEFT,131.0,0.6333333333333333,9.899494936611665
1P,8,46,129,-7,7,65,45,1,0,35,181.0,-7,7,65,-7.0,7.0,70.0,NONE,116.0,0.6166666666666667,9.899494936611665
2P,8,46,129,-7,7,45,65,1,1,35,181.0,-7,7,45,-7.0,7.0,50.0,MOVE_LEFT,136.0,0.6166666666666667,9.899494936611665
1P,9,39,136,-7,7,65,40,1,0,40,181.0,-7,7,65,-7.0,7.0,65.0,MOVE_LEFT,116.0,0.6,9.899494936611665
2P,9,39,136,-7,7,40,65,1,1,40,181.0,-7,7,40,-7.0,7.0,45.0,MOVE_LEFT,141.0,0.6,9.899494936611665
1P,10,32,143,-7,7,60,35,1,0,45,181.0,-7,7,60,-7.0,7.0,65.0,MOVE_LEFT,121.0,0.5833333333333334,9.899494936611665
2P,10,32,143,-7,7,35,60,1,1,45,181.0,-7,7,35,-7.0,7.0,40.0,MOVE_LEFT,146.0,0.5833333333333334,9.899494936611665
1P,11,25,150,-7,7,55,30,1,0,50,181.0,-7,7,55,-7.0,7.0,60.0,MOVE_LEFT,126.0,0.5666666666666667,9.899494936611665
2P,11,25,150,-7,7,30,55,1,1,50,181.0,-7,7,30,-7.0,7.0,35.0,MOVE_LEFT,151.0,0.5666666666666667,9.899494936611665
1P,12,18,157,-7,7,50,25,1,0,55,181.0,-7,7,50,-7.0,7.0,55.0,MOVE_LEFT,131.0,0.55,9.899494936611665
2P,12,18,157,-7,7,25,50,1,1,55,181.0,-7,7,25,-7.0,7.0,30.0,MOVE_LEFT,156.0,0.55,9.899494936611665
1P,13,11,164,-7,7,45,20,1,0,60,181.0,-7,7,45,-7.0,7.0,50.0,MOVE_LEFT,136.0,0.5333333333333333,9.899494936611665
2P,13,11,164,-7,7,20,45,1,1,60,181.0,-7,7,20,-7.0,7.0,25.0,MOVE_LEFT,161.0,0.5333333333333333,9.899494936611665
1P,14,4,171,-7,7,40,15,1,0,65,131.0,-7,7,40,-7.0,7.0,45.0,MOVE_LEFT,91.0,0.5833333333333334,9.899494936611665
2P,14,4,171,-7,7,15,40,1,1,65,131.0,-7,7,15,-7.0,7.0,20.0,MOVE_RIGHT,116.0,0.5833333333333334,9.899494936611665
1P,15,0,178,7,7,35,20,1,0,70,117.0,7,7,35,-7.0,7.0,40.0,MOVE_LEFT,82.0,0.5666666666666667,9.899494936611665
2P,15,0,178,7,7,20,35,1,1,70,117.0,7,7,20,-7.0,7.0,15.0,MOVE_RIGHT,97.0,0.5666666666666667,9.899494936611665
1P,16,7,185,7,7,30,25,1,0,75,103.0,7,7,30,7.0,7.0,35.0,MOVE_LEFT,73.0,0.55,9.899494936611665
2P,16,7,185,7,7,25,30,1,1,75,103.0,7,7,25,7.0,7.0,20.0,MOVE_RIGHT,78.0,0.55,9.899494936611665
1P,17,14,192,7,7,25,30,1,0,80,153.0,7,7,25,7.0,7.0,30.0,MOVE_LEFT,128.0,0.5333333333333333,9.899494936611665
2P,17,14,192,7,7,30,25,1,1,80,153.0,7,7,30,7.0,7.0,25.0,MOVE_RIGHT,123.0,0.5333333333333333,9.899494936611665
1P,18,21,199,7,7,20,35,1,0,85,89.0,7,7,20,7.0,7.0,25.0,MOVE_LEFT,69.0,0.5166666666666667,9.899494936611665
2P,18,21,199,7,7,35,20,1,1,85,89.0,7,7,35,7.0,7.0,30.0,MOVE_RIGHT,54.0,0.5166666666666667,9.899494936611665
1P,19,28,206,7,7,15,40,1,0,90,153.0,7,7,15,7.0,7.0,20.0,MOVE_RIGHT,138.0,0.5,9.899494936611665
2P,19,28,206,7,7,40,15,1,1,90,153.0,7,7,40,7.0,7.0,35.0,MOVE_RIGHT,113.0,0.5,9.899494936611665
1P,20,35,213,7,7,20,45,1,0,95,153.0,7,7,20,7.0,7.0,15.0,MOVE_LEFT,133.0,0.48333333333333334,9.899494936611665
2P,20,35,213,7,7,45,20,1,1,95,153.0,7,7,45,7.0,7.0,40.0,NONE,108.0,0.48333333333333334,9.899494936611665
1P,21,42,220,7,7,15,45,1,0,100,153.0,7,7,15,7.0,7.0,20.0,MOVE_RIGHT,138.0,0.4666666666666667,9.899494936611665
2P,21,42,220,7,7,45,15,1,1,100,153.0,7,7,45,7.0,7.0,45.0,MOVE_RIGHT,108.0,0.4666666666666667,9.899494936611665
1P,22,49,227,7,7,20,50,1,0,105,153.0,7,7,20,7.0,7.0,15.0,MOVE_RIGHT,133.0,0.45,9.899494936611665
2P,22,49,227,7,7,50,20,1,1,105,153.0,7,7,50,7.0,7.0,45.0,MOVE_RIGHT,103.0,0.45,9.899494936611665
1P,23,56,234,7,7,25,55,1,0,110,153.0,7,7,25,7.0,7.0,20.0,MOVE_RIGHT,128.0,0.43333333333333335,9.899494936611665
2P,23,56,234,7,7,55,25,1,1,110,153.0,7,7,55,7.0,7.0,50.0,MOVE_RIGHT,98.0,0.43333333333333335,9.899494936611665
1P,24,63,241,7,7,30,60,1,0,115,153.0,7,7,30,7.0,7.0,25.0,MOVE_RIGHT,123.0,0.4166666666666667,9.899494936611665
2P,24,63,241,7,7,60,30,1,1,115,153.0,7,7,60,7.0,7.0,55.0,MOVE_RIGHT,93.0,0.4166666666666667,9.899494936611665
1P,25,70,248,7,7,35,65,1,0,120,153.0,7,7,35,7.0,7.0,30.0,MOVE_RIGHT,118.0,0.4,9.899494936611665
2P,25,70,248,7,7,65,35,1,1,120,153.0,7,7,65,7.0,7.0,60.0,MOVE_RIGHT,88.0,0.4,9.899494936611665
1P,26,77,255,7,7,40,70,1,0,125,153.0,7,7,40,7.0,7.0,35.0,MOVE_RIGHT,113.0,0.38333333333333336,9.899494936611665
2P,26,77,255,7,7,70,40,1,1,125,153.0,7,7,70,7.0,7.0,65.0,MOVE_RIGHT,83.0,0.38333333333333336,9.899494936611665
1P,27,84,262,7,7,45,75,1,0,130,153.0,7,7,45,7.0,7.0,40.0,MOVE_RIGHT,108.0,0.36666666666666664,9.899494936611665
2P,27,84,262,7,7,75,45,1,1,130,153.0,7,7,75,7.0,7.0,70.0,MOVE_RIGHT,78.0,0.36666666666666664,9.899494936611665
1P,28,91,269,7,7,50,80,1,0,135,153.0,7,7,50,7.0,7.0,45.0,MOVE_RIGHT,103.0,0.35,9.899494936611665
2P,28,91,269,7,7,80,50,1,1,135,153.0,7,7,80,7.0,7.0,75.0,MOVE_RIGHT,73.0,0.35,9.899494936611665
1P,29,98,276,7,7,55,85,1,0,140,153.0,7,7,55,7.0,7.0,50.0,MOVE_RIGHT,98.0,0.3333333333333333,9.899494936611665
2P,29,98,276,7,7,85,55,1,1,140,153.0,7,7,85,7.0,7.0,80.0,MOVE_RIGHT,68.0,0.3333333333333333,9.899494936611665
1P,30,105,283,7,7,60,90,1,0,145,153.0,7,7,60,7.0,7.0,55.0,MOVE_RIGHT,93.0,0.31666666666666665,9.899494936611665
2P,30,105,283,7,7,90,60,1,1,145,153.0,7,7,90,7.0,7.0,85.0,MOVE_RIGHT,63.0,0.31666666666666665,9.899494936611665
1P,31,112,290,7,7,65,95,1,0,150,153.0,7,7,65,7.0,7.0,60.0,MOVE_RIGHT,88.0,0.3,9.899494936611665
2P,31,112,290,7,7,95,65,1,1,150,153.0,7,7,95,7.0,7.0,90.0,MOVE_RIGHT,58.0,0.3,9.899494936611665
1P,32,119,297,7,7,70,100,1,0,155,153.0,7,7,70,7.0,7.0,65.0,MOVE_RIGHT,83.0,0.2833333333333333,9.899494936611665
2P,32,119,297,7,7,100,70,1,1,155,153.0,7,7,100,7.0,7.0,95.0,MOVE_RIGHT,53.0,0.2833333333333333,9.899494936611665
1P,33,126,304,7,7,75,105,1,0,160,153.0,7,7,75,7.0,7.0,70.0,MOVE_RIGHT,78.0,0.26666666666666666,9.899494936611665
2P,33,126,304,7,7,105,75,1,1,160,153.0,7,7,105,7.0,7.0,100.0,MOVE_RIGHT,48.0,0.26666666666666666,9.899494936611665
1P,34,133,311,7,7,80,110,1,0,165,153.0,7,7,80,7.0,7.0,75.0,MOVE_RIGHT,73.0,0.25,9.899494936611665
2P,34,133,311,7,7,110,80,1,1,165,153.0,7,7,110,7.0,7.0,105.0,MOVE_RIGHT,43.0,0.25,9.899494936611665
1P,35,140,318,7,7,85,115,1,0,170,153.0,7,7,85,7.0,7.0,80.0,MOVE_RIGHT,68.0,0.23333333333333334,9.899494936611665
2P,35,140,318,7,7,115,85,1,1,170,153.0,7,7,115,7.0,7.0,110.0,MOVE_RIGHT,38.0,0.23333333333333334,9.899494936611665
1P,36,147,325,7,7,90,120,1,0,165,153.0,7,7,90,7.0,7.0,85.0,MOVE_RIGHT,63.0,0.21666666666666667,9.899494936611665
2P,36,147,325,7,7,120,90,1,1,165,153.0,7,7,120,7.0,7.0,115.0,MOVE_RIGHT,33.0,0.21666666666666667,9.899494936611665
1P,37,154,332,7,7,95,125,1,0,160,153.0,7,7,95,7.0,7.0,90.0,MOVE_RIGHT,58.0,0.2,9.899494936611665
2P,37,154,332,7,7,125,95,1,1,160,153.0,7,7,125,7.0,7.0,120.0,MOVE_RIGHT,28.0,0.2,9.899494936611665
1P,38,161,339,7,7,100,130,1,0,155,153.0,7,7,100,7.0,7.0,95.0,MOVE_RIGHT,53.0,0.18333333333333332,9.899494936611665
2P,38,161,339,7,7,130,100,1,1,155,153.0,7,7,130,7.0,7.0,125.0,MOVE_RIGHT,23.0,0.18333333333333332,9.899494936611665
1P,39,168,346,7,7,105,135,1,0,150,153.0,7,7,105,7.0,7.0,100.0,MOVE_RIGHT,48.0,0.16666666666666666,9.899494936611665
2P,39,168,346,7,7,135,105,1,1,150,153.0,7,7,135,7.0,7.0,130.0,MOVE_RIGHT,18.0,0.16666666666666666,9.899494936611665
1P,40,175,353,7,7,110,140,1,0,145,155.0,7,7,110,7.0,7.0,105.0,NONE,45.0,0.15,9.899494936611665
2P,40,175,353,7,7,140,110,1,1,145,155.0,7,7,140,7.0,7.0,135.0,MOVE_RIGHT,15.0,0.15,9.899494936611665
1P,41,182,360,7,7,110,145,1,0,140,155.0,7,7,110,7.0,7.0,110.0,MOVE_RIGHT,45.0,0.13333333333333333,9.899494936611665
2P,41,182,360,7,7,145,110,1,1,140,155.0,7,7,145,7.0,7.0,140.0,NONE,10.0,0.13333333333333333,9.899494936611665
1P,42,189,367,7,7,115,145,1,0,135,160.0,7,7,115,7.0,7.0,110.0,MOVE_RIGHT,38.0,0.11666666666666667,9.899494936611665
2P,42,189,367,7,7,145,115,1,1,135,160.0,7,7,145,7.0,7.0,145.0,MOVE_RIGHT,8.0,0.11666666666666667,9.899494936611665
1P,43,190,374,-7,7,120,150,1,0,130,153.0,-7,7,120,7.0,7.0,115.0,MOVE_RIGHT,33.0,0.1,9.899494936611665
2P,43,190,374,-7,7,150,120,1,1,130,153.0,-7,7,150,7.0,7.0,145.0,MOVE_LEFT,3.0,0.1,9.899494936611665
1P,44,183,381,-7,7,125,145,1,0,125,153.0,-7,7,125,-7.0,7.0,120.0,MOVE_RIGHT,28.0,0.08333333333333333,9.899494936611665
2P,44,183,381,-7,7,145,125,1,1,125,153.0,-7,7,145,-7.0,7.0,150.0,MOVE_LEFT,8.0,0.08333333333333333,9.899494936611665
1P,45,176,388,-7,7,130,140,1,0,120,153.0,-7,7,130,-7.0,7.0,125.0,MOVE_RIGHT,23.0,0.06666666666666667,9.899494936611665
2P,45,176,388,-7,7,140,130,1,1,120,153.0,-7,7,140,-7.0,7.0,145.0,MOVE_LEFT,13.0,0.06666666666666667,9.899494936611665
1P,46,169,395,-7,7,135,135,1,0,115,153.0,-7,7,135,-7.0,7.0,130.0,MOVE_RIGHT,18.0,0.05,9.899494936611665
2P,46,169,395,-7,7,135,135,1,1,115,153.0,-7,7,135,-7.0,7.0,140.0,MOVE_LEFT,18.0,0.05,9.899494936611665
1P,47,162,402,-7,7,140,130,1,0,110,153.0,-7,7,140,-7.0,7.0,135.0,MOVE_RIGHT,13.0,0.03333333333333333,9.899494936611665
2P,47,162,402,-7,7,130,140,1,1,110,153.0,-7,7,130,-7.0,7.0,135.0,MOVE_LEFT,23.0,0.03333333333333333,9.899494936611665
1P,48,155,409,-7,7,145,125,1,0,105,153.0,-7,7,145,-7.0,7.0,140.0,MOVE_RIGHT,8.0,0.016666666666666666,9.899494936611665
2P,48,155,409,-7,7,125,145,1,1,105,153.0,-7,7,125,-7.0,7.0,130.0,MOVE_LEFT,28.0,0.016666666666666666,9.899494936611665
1P,49,148,410,7,-7,150,120,1,0,100,103.0,7,-7,150,-7.0,7.0,145.0,NONE,-47.0,0.8,9.899494936611665
2P,49,148,410,7,-7,120,150,1,1,100,103.0,7,-7,120,-7.0,7.0,125.0,MOVE_RIGHT,-17.0,0.8,9.899494936611665
1P,50,155,403,7,-7,150,125,1,0,95,103.0,7,-7,150,7.0,-7.0,150.0,NONE,-47.0,0.7833333333333333,9.899494936611665
2P,50,155,403,7,-7,125,150,1,1,95,103.0,7,-7,125,7.0,-7.0,120.0,MOVE_RIGHT,-22.0,0.7833333333333333,9.899494936611665
1P,51,162,396,7,-7,150,130,1,0,90,103.0,7,-7,150,7.0,-7.0,150.0,MOVE_RIGHT,-47.0,0.7666666666666667,9.899494936611665
2P,51,162,396,7,-7,130,150,1,1,90,103.0,7,-7,130,7.0,-7.0,125.0,MOVE_RIGHT,-27.0,0.7666666666666667,9.899494936611665
1P,52,169,389,7,-7,155,135,1,0,85,75.0,7,-7,155,7.0,-7.0,150.0,MOVE_RIGHT,-80.0,0.6833333333333333,9.899494936611665
2P,52,169,389,7,-7,135,155,1,1,85,75.0,7,-7,135,7.0,-7.0,130.0,MOVE_RIGHT,-60.0,0.6833333333333333,9.899494936611665
1P,53,176,382,7,-7,160,140,1,0,80,75.0,7,-7,160,7.0,-7.0,155.0,MOVE_RIGHT,-85.0,0.6666666666666666,9.899494936611665
2P,53,176,382,7,-7,140,160,1,1,80,75.0,7,-7,140,7.0,-7.0,135.0,MOVE_RIGHT,-65.0,0.6666666666666666,9.899494936611665
1P,54,183,375,7,-7,160,145,1,0,75,75.0,7,-7,160,7.0,-7.0,160.0,MOVE_RIGHT,-85.0,0.65,9.899494936611665
2P,54,183,375,7,-7,145,160,1,1,75,75.0,7,-7,145,7.0,-7.0,140.0,MOVE_RIGHT,-70.0,0.65,9.899494936611665
1P,55,190,368,-7,-7,160,150,1,0,70,75.0,-7,-7,160,7.0,-7.0,160.0,MOVE_RIGHT,-85.0,0.6333333333333333,9.899494936611665
2P,55,190,368,-7,-7,150,160,1,1,70,75.0,-7,-7,150,7.0,-7.0,145.0,MOVE_RIGHT,-75.0,0.6333333333333333,9.899494936611665
1P,56,183,361,-7,-7,160,155,1,0,65,75.0,-7,-7,160,-7.0,-7.0,160.0,MOVE_RIGHT,-85.0,0.6166666666666667,9.899494936611665
2P,56,183,361,-7,-7,155,160,1,1,65,75.0,-7,-7,155,-7.0,-7.0,150.0,MOVE_LEFT,-80.0,0.6166666666666667,9.899494936611665
1P,57,176,354,-7,-7,160,150,1,0,60,75.0,-7,-7,160,-7.0,-7.0,160.0,MOVE_RIGHT,-85.0,0.6,9.899494936611665
2P,57,176,354,-7,-7,150,160,1,1,60,75.0,-7,-7,150,-7.0,-7.0,155.0,MOVE_LEFT,-75.0,0.6,9.899494936611665
1P,58,169,347,-7,-7,160,145,1,0,55,75.0,-7,-7,160,-7.0,-7.0,160.0,MOVE_LEFT,-85.0,0.5833333333333334,9.899494936611665
2P,58,169,347,-7,-7,145,160,1,1,55,75.0,-7,-7,145,-7.0,-7.0,150.0,MOVE_LEFT,-70.0,0.5833333333333334,9.899494936611665
1P,59,162,340,-7,-7,155,140,1,0,50,125.0,-7,-7,155,-7.0,-7.0,160.0,MOVE_RIGHT,-30.0,0.6333333333333333,9.899494936611665
2P,59,162,340,-7,-7,140,155,1,1,50,125.0,-7,-7,140,-7.0,-7.0,145.0,MOVE_LEFT,-15.0,0.6333333333333333,9.899494936611665
1P,60,155,333,-7,-7,160,135,1,0,45,139.0,-7,-7,160,-7.0,-7.0,155.0,NONE,-21.0,0.6166666666666667,9.899494936611665
2P,60,155,333,-7,-7,135,160,1,1,45,139.0,-7,-7,135,-7.0,-7.0,140.0,MOVE_LEFT,4.0,0.6166666666666667,9.899494936611665
1P,61,148,326,-7,-7,160,130,1,0,40,153.0,-7,-7,160,-7.0,-7.0,160.0,MOVE_LEFT,-7.0,0.6,9.899494936611665
2P,61,148,326,-7,-7,130,160,1,1,40,153.0,-7,-7,130,-7.0,-7.0,135.0,MOVE_LEFT,23.0,0.6,9.899494936611665
1P,62,141,319,-7,-7,155,125,1,0,35,153.0,-7,-7,155,-7.0,-7.0,160.0,MOVE_LEFT,-2.0,0.5833333333333334,9.899494936611665
2P,62,141,319,-7,-7,125,155,1,1,35,153.0,-7,-7,125,-7.0,-7.0,130.0,NONE,28.0,0.5833333333333334,9.899494936611665
1P,63,134,312,-7,-7,150,125,1,0,30,170.0,-7,-7,150,-7.0,-7.0,155.0,MOVE_LEFT,20.0,0.5666666666666667,9.899494936611665
2P,63,134,312,-7,-7,125,150,1,1,30,170.0,-7,-7,125,-7.0,-7.0,125.0,MOVE_LEFT,45.0,0.5666666666666667,9.899494936611665
1P,64,127,305,-7,-7,145,120,1,0,25,103.0,-7,-7,145,-7.0,-7.0,150.0,MOVE_LEFT,-42.0,0.55,9.899494936611665
2P,64,127,305,-7,-7,120,145,1,1,25,103.0,-7,-7,120,-7.0,-7.0,125.0,MOVE_LEFT,-17.0,0.55,9.899494936611665
1P,65,120,298,-7,-7,140,115,1,0,20,103.0,-7,-7,140,-7.0,-7.0,145.0,MOVE_LEFT,-37.0,0.5333333333333333,9.899494936611665
2P,65,120,298,-7,-7,115,140,1,1,20,103.0,-7,-7,115,-7.0,-7.0,120.0,MOVE_LEFT,-12.0,0.5333333333333333,9.899494936611665
1P,66,113,291,-7,-7,135,110,1,0,15,103.0,-7,-7,135,-7.0,-7.0,140.0,MOVE_LEFT,-32.0,0.5166666666666667,9.899494936611665
2P,66,113,291,-7,-7,110,135,1,1,15,103.0,-7,-7,110,-7.0,-7.0,115.0,MOVE_LEFT,-7.0,0.5166666666666667,9.899494936611665
1P,67,106,284,-7,-7,130,105,1,0,10,100.0,-7,-7,130,-7.0,-7.0,135.0,MOVE_LEFT,-30.0,0.5,9.899494936611665
2P,67,106,284,-7,-7,105,130,1,1,10,100.0,-7,-7,105,-7.0,-7.0,110.0,MOVE_LEFT,-5.0,0.5,9.899494936611665
1P,68,99,277,-7,-7,125,100,1,0,5,95.0,-7,-7,125,-7.0,-7.0,130.0,MOVE_LEFT,-22.0,0.48333333333333334,9.899494936611665
2P,68,99,277,-7,-7,100,125,1,1,5,95.0,-7,-7,100,-7.0,-7.0,105.0,MOVE_LEFT,3.0,0.48333333333333334,9.899494936611665
1P,69,92,270,-7,-7,120,95,1,0,0,103.0,-7,-7,120,-7.0,-7.0,125.0,MOVE_RIGHT,-17.0,0.4666666666666667,9.899494936611665
2P,69,92,270,-7,-7,95,120,1,1,0,103.0,-7,-7,95,-7.0,-7.0,100.0,MOVE_LEFT,8.0,0.4666666666666667,9.899494936611665
1P,70,85,263,-7,-7,125,90,1,0,5,103.0,-7,-7,125,-7.0,-7.0,120.0,MOVE_LEFT,-22.0,0.45,9.899494936611665
2P,70,85,263,-7,-7,90,125,1,1,5,103.0,-7,-7,90,-7.0,-7.0,95.0,MOVE_LEFT,13.0,0.45,9.899494936611665
