player,frame,ball_x,ball_y,ball_vx,ball_vy,self_px,opp_px,ball_served,serving_is_self,blocker_x,pred_landing_x,prev1_ball_vx,prev1_ball_vy,prev1_self_px,prev2_ball_vx,prev2_ball_vy,prev2_self_px,action
1P,123,3,285,-11,8,85,75,1,0,70,170.0,-11,8,85,-11,8,90,MOVE_LEFT
2P,123,3,285,-11,8,75,85,1,1,70,170.0,-11,8,75,-11,8,70,MOVE_LEFT
1P,124,0,293,11,8,80,70,1,0,65,170.0,11,8,80,-11,8,85,MOVE_RIGHT
2P,124,0,293,11,8,70,80,1,1,65,170.0,11,8,70,-11,8,75,MOVE_RIGHT
1P,125,11,301,11,8,85,75,1,0,60,170.0,11,8,85,11,8,80,MOVE_LEFT
2P,125,11,301,11,8,75,85,1,1,60,170.0,11,8,75,11,8,70,MOVE_RIGHT
1P,126,22,309,11,8,80,80,1,0,55,170.0,11,8,80,11,8,85,MOVE_LEFT
2P,126,22,309,11,8,80,80,1,1,55,170.0,11,8,80,11,8,75,MOVE_RIGHT
1P,127,33,317,11,8,75,85,1,0,50,170.0,11,8,75,11,8,80,MOVE_LEFT
2P,127,33,317,11,8,85,75,1,1,50,170.0,11,8,85,11,8,80,MOVE_RIGHT
1P,128,44,325,11,8,70,90,1,0,45,170.0,11,8,70,11,8,75,MOVE_LEFT
2P,128,44,325,11,8,90,70,1,1,45,170.0,11,8,90,11,8,85,MOVE_RIGHT
1P,129,55,333,11,8,65,95,1,0,40,170.0,11,8,65,11,8,70,MOVE_LEFT
2P,129,55,333,11,8,95,65,1,1,40,170.0,11,8,95,11,8,90,MOVE_RIGHT
1P,130,66,341,11,8,60,100,1,0,35,170.0,11,8,60,11,8,65,MOVE_RIGHT
2P,130,66,341,11,8,100,60,1,1,35,170.0,11,8,100,11,8,95,MOVE_RIGHT
1P,131,77,349,11,8,65,105,1,0,30,170.0,11,8,65,11,8,60,MOVE_RIGHT
2P,131,77,349,11,8,105,65,1,1,30,170.0,11,8,105,11,8,100,MOVE_RIGHT
1P,132,88,357,11,8,70,110,1,0,25,170.0,11,8,70,11,8,65,MOVE_RIGHT
2P,132,88,357,11,8,110,70,1,1,25,170.0,11,8,110,11,8,105,MOVE_RIGHT
1P,133,99,365,11,8,75,115,1,0,20,170.0,11,8,75,11,8,70,MOVE_RIGHT
2P,133,99,365,11,8,115,75,1,1,20,170.0,11,8,115,11,8,110,MOVE_RIGHT
1P,134,110,373,11,8,80,120,1,0,15,170.0,11,8,80,11,8,75,MOVE_RIGHT
2P,134,110,373,11,8,120,80,1,1,15,170.0,11,8,120,11,8,115,MOVE_RIGHT
1P,135,121,381,11,8,85,125,1,0,10,170.0,11,8,85,11,8,80,MOVE_RIGHT
2P,135,121,381,11,8,125,85,1,1,10,170.0,11,8,125,11,8,120,MOVE_RIGHT
1P,136,132,389,11,8,90,130,1,0,5,170.0,11,8,90,11,8,85,MOVE_RIGHT
2P,136,132,389,11,8,130,90,1,1,5,170.0,11,8,130,11,8,125,MOVE_RIGHT
1P,137,143,397,11,8,95,135,1,0,0,170.0,11,8,95,11,8,90,MOVE_RIGHT
2P,137,143,397,11,8,135,95,1,1,0,170.0,11,8,135,11,8,130,MOVE_RIGHT
1P,138,154,405,11,8,100,140,1,0,5,170.0,11,8,100,11,8,95,MOVE_RIGHT
2P,138,154,405,11,8,140,100,1,1,5,170.0,11,8,140,11,8,135,MOVE_RIGHT
1P,139,165,413,11,8,105,145,1,0,10,60.0,11,8,105,11,8,100,MOVE_LEFT
2P,139,165,413,11,8,145,105,1,1,10,60.0,11,8,145,11,8,140,MOVE_RIGHT
1P,140,176,421,11,8,100,150,1,0,15,60.0,11,8,100,11,8,105,MOVE_RIGHT
2P,140,176,421,11,8,150,100,1,1,15,60.0,11,8,150,11,8,145,MOVE_RIGHT
1P,141,187,429,11,8,105,155,1,0,20,60.0,11,8,105,11,8,100,MOVE_RIGHT
2P,141,187,429,11,8,155,105,1,1,20,60.0,11,8,155,11,8,150,MOVE_RIGHT
1P,0,95,410,0,0,80,80,0,1,-240,100.0,0,0,80,11,8,105,SERVE_TO_RIGHT
2P,0,95,410,0,0,80,80,0,0,-240,100.0,0,0,80,11,8,155,MOVE_RIGHT
1P,1,95,410,7,-7,80,85,1,1,0,47.0,7,-7,80,0,0,80,MOVE_RIGHT
2P,1,95,410,7,-7,85,80,1,0,0,47.0,7,-7,85,0,0,80,MOVE_RIGHT
1P,2,102,403,7,-7,85,90,1,1,5,47.0,7,-7,85,7,-7,80,MOVE_RIGHT
2P,2,102,403,7,-7,90,85,1,0,5,47.0,7,-7,90,7,-7,85,MOVE_RIGHT
1P,3,109,396,7,-7,90,95,1,1,10,47.0,7,-7,90,7,-7,85,MOVE_RIGHT
2P,3,109,396,7,-7,95,90,1,0,10,47.0,7,-7,95,7,-7,90,MOVE_RIGHT
1P,4,116,389,7,-7,95,100,1,1,15,47.0,7,-7,95,7,-7,90,MOVE_RIGHT
2P,4,116,389,7,-7,100,95,1,0,15,47.0,7,-7,100,7,-7,95,MOVE_RIGHT
1P,5,123,382,7,-7,100,105,1,1,20,47.0,7,-7,100,7,-7,95,MOVE_RIGHT
2P,5,123,382,7,-7,105,100,1,0,20,47.0,7,-7,105,7,-7,100,MOVE_RIGHT
1P,6,130,375,7,-7,105,110,1,1,25,47.0,7,-7,105,7,-7,100,MOVE_RIGHT
2P,6,130,375,7,-7,110,105,1,0,25,47.0,7,-7,110,7,-7,105,MOVE_RIGHT
1P,7,137,368,7,-7,110,115,1,1,30,47.0,7,-7,110,7,-7,105,MOVE_RIGHT
2P,7,137,368,7,-7,115,110,1,0,30,47.0,7,-7,115,7,-7,110,MOVE_RIGHT
1P,8,144,361,7,-7,115,120,1,1,35,47.0,7,-7,115,7,-7,110,MOVE_RIGHT
2P,8,144,361,7,-7,120,115,1,0,35,47.0,7,-7,120,7,-7,115,NONE
1P,9,151,354,7,-7,120,120,1,1,40,47.0,7,-7,120,7,-7,115,MOVE_RIGHT
2P,9,151,354,7,-7,120,120,1,0,40,47.0,7,-7,120,7,-7,120,MOVE_RIGHT
1P,10,158,347,7,-7,125,125,1,1,45,47.0,7,-7,125,7,-7,120,MOVE_RIGHT
2P,10,158,347,7,-7,125,125,1,0,45,47.0,7,-7,125,7,-7,120,MOVE_RIGHT
1P,11,165,340,7,-7,130,130,1,1,50,47.0,7,-7,130,7,-7,125,MOVE_RIGHT
2P,11,165,340,7,-7,130,130,1,0,50,47.0,7,-7,130,7,-7,125,MOVE_RIGHT
1P,12,172,333,7,-7,135,135,1,1,55,47.0,7,-7,135,7,-7,130,MOVE_RIGHT
2P,12,172,333,7,-7,135,135,1,0,55,47.0,7,-7,135,7,-7,130,MOVE_RIGHT
1P,13,179,326,7,-7,140,140,1,1,60,47.0,7,-7,140,7,-7,135,MOVE_RIGHT
2P,13,179,326,7,-7,140,140,1,0,60,47.0,7,-7,140,7,-7,135,MOVE_RIGHT
1P,14,186,319,7,-7,145,145,1,1,65,47.0,7,-7,145,7,-7,140,MOVE_RIGHT
2P,14,186,319,7,-7,145,145,1,0,65,47.0,7,-7,145,7,-7,140,MOVE_RIGHT
1P,15,190,312,-7,-7,150,150,1,1,70,47.0,-7,-7,150,7,-7,145,MOVE_RIGHT
2P,15,190,312,-7,-7,150,150,1,0,70,47.0,-7,-7,150,7,-7,145,MOVE_LEFT
1P,16,183,305,-7,-7,155,145,1,1,75,47.0,-7,-7,155,-7,-7,150,MOVE_RIGHT
2P,16,183,305,-7,-7,145,155,1,0,75,47.0,-7,-7,145,-7,-7,150,MOVE_LEFT
1P,17,176,298,-7,-7,160,140,1,1,80,47.0,-7,-7,160,-7,-7,155,MOVE_RIGHT
2P,17,176,298,-7,-7,140,160,1,0,80,47.0,-7,-7,140,-7,-7,145,MOVE_LEFT
1P,18,169,291,-7,-7,160,135,1,1,85,111.0,-7,-7,160,-7,-7,160,MOVE_RIGHT
2P,18,169,291,-7,-7,135,160,1,0,85,111.0,-7,-7,135,-7,-7,140,MOVE_RIGHT
1P,19,162,284,-7,-7,160,140,1,1,90,47.0,-7,-7,160,-7,-7,160,NONE
2P,19,162,284,-7,-7,140,160,1,0,90,47.0,-7,-7,140,-7,-7,135,MOVE_LEFT
1P,20,155,277,-7,-7,160,135,1,1,95,97.0,-7,-7,160,-7,-7,160,NONE
2P,20,155,277,-7,-7,135,160,1,0,95,97.0,-7,-7,135,-7,-7,140,MOVE_LEFT
1P,21,148,270,-7,-7,160,130,1,1,100,83.0,-7,-7,160,-7,-7,160,MOVE_LEFT
2P,21,148,270,-7,-7,130,160,1,0,100,83.0,-7,-7,130,-7,-7,135,MOVE_LEFT
1P,22,141,263,-7,-7,155,125,1,1,105,69.0,-7,-7,155,-7,-7,160,MOVE_LEFT
2P,22,141,263,-7,-7,125,155,1,0,105,69.0,-7,-7,125,-7,-7,130,MOVE_LEFT
1P,23,140,256,7,-7,150,120,1,1,110,69.0,7,-7,150,-7,-7,155,MOVE_LEFT
2P,23,140,256,7,-7,120,150,1,0,110,69.0,7,-7,120,-7,-7,125,MOVE_RIGHT
1P,24,147,249,7,-7,145,125,1,1,115,69.0,7,-7,145,7,-7,150,NONE
2P,24,147,249,7,-7,125,145,1,0,115,69.0,7,-7,125,7,-7,120,MOVE_RIGHT
1P,25,154,242,7,-7,145,130,1,1,120,69.0,7,-7,145,7,-7,145,MOVE_RIGHT
2P,25,154,242,7,-7,130,145,1,0,120,69.0,7,-7,130,7,-7,125,MOVE_RIGHT
1P,26,161,235,7,-7,150,135,1,1,125,69.0,7,-7,150,7,-7,145,MOVE_RIGHT
2P,26,161,235,7,-7,135,150,1,0,125,69.0,7,-7,135,7,-7,130,MOVE_RIGHT
1P,27,168,228,7,-7,155,140,1,1,130,69.0,7,-7,155,7,-7,150,MOVE_RIGHT
2P,27,168,228,7,-7,140,155,1,0,130,69.0,7,-7,140,7,-7,135,MOVE_RIGHT
1P,28,175,221,7,-7,160,145,1,1,135,69.0,7,-7,160,7,-7,155,MOVE_RIGHT
2P,28,175,221,7,-7,145,160,1,0,135,69.0,7,-7,145,7,-7,140,MOVE_LEFT
1P,29,182,214,7,-7,160,140,1,1,140,69.0,7,-7,160,7,-7,160,MOVE_RIGHT
2P,29,182,214,7,-7,140,160,1,0,140,69.0,7,-7,140,7,-7,145,MOVE_RIGHT
1P,30,189,207,7,-7,160,145,1,1,145,69.0,7,-7,160,7,-7,160,MOVE_RIGHT
2P,30,189,207,7,-7,145,160,1,0,145,69.0,7,-7,145,7,-7,140,MOVE_RIGHT
1P,31,190,200,-7,-7,160,150,1,1,150,69.0,-7,-7,160,7,-7,160,MOVE_RIGHT
2P,31,190,200,-7,-7,150,160,1,0,150,69.0,-7,-7,150,7,-7,145,MOVE_LEFT
1P,32,183,193,-7,-7,160,145,1,1,155,69.0,-7,-7,160,-7,-7,160,MOVE_RIGHT
2P,32,183,193,-7,-7,145,160,1,0,155,69.0,-7,-7,145,-7,-7,150,MOVE_LEFT
1P,33,176,186,-7,-7,160,140,1,1,160,69.0,-7,-7,160,-7,-7,160,MOVE_RIGHT
2P,33,176,186,-7,-7,140,160,1,0,160,69.0,-7,-7,140,-7,-7,145,MOVE_LEFT
1P,34,169,179,-7,-7,160,135,1,1,165,69.0,-7,-7,160,-7,-7,160,MOVE_RIGHT
2P,34,169,179,-7,-7,135,160,1,0,165,69.0,-7,-7,135,-7,-7,140,MOVE_LEFT
1P,35,162,172,-7,-7,160,130,1,1,170,69.0,-7,-7,160,-7,-7,160,NONE
2P,35,162,172,-7,-7,130,160,1,0,170,69.0,-7,-7,130,-7,-7,135,MOVE_LEFT
1P,36,155,165,-7,-7,160,125,1,1,165,69.0,-7,-7,160,-7,-7,160,NONE
2P,36,155,165,-7,-7,125,160,1,0,165,69.0,-7,-7,125,-7,-7,130,MOVE_LEFT
1P,37,148,158,-7,-7,160,120,1,1,160,69.0,-7,-7,160,-7,-7,160,MOVE_LEFT
2P,37,148,158,-7,-7,120,160,1,0,160,69.0,-7,-7,120,-7,-7,125,MOVE_LEFT
1P,38,141,151,-7,-7,155,115,1,1,155,69.0,-7,-7,155,-7,-7,160,MOVE_RIGHT
2P,38,141,151,-7,-7,115,155,1,0,155,69.0,-7,-7,115,-7,-7,120,MOVE_LEFT
1P,39,134,144,-7,-7,160,110,1,1,150,69.0,-7,-7,160,-7,-7,155,MOVE_LEFT
2P,39,134,144,-7,-7,110,160,1,0,150,69.0,-7,-7,110,-7,-7,115,MOVE_LEFT
1P,40,127,137,-7,-7,155,105,1,1,145,69.0,-7,-7,155,-7,-7,160,MOVE_LEFT
2P,40,127,137,-7,-7,105,155,1,0,145,69.0,-7,-7,105,-7,-7,110,MOVE_LEFT
1P,41,120,130,-7,-7,150,100,1,1,140,69.0,-7,-7,150,-7,-7,155,MOVE_LEFT
2P,41,120,130,-7,-7,100,150,1,0,140,69.0,-7,-7,100,-7,-7,105,MOVE_LEFT
1P,42,113,123,-7,-7,145,95,1,1,135,69.0,-7,-7,145,-7,-7,150,MOVE_LEFT
2P,42,113,123,-7,-7,95,145,1,0,135,69.0,-7,-7,95,-7,-7,100,MOVE_LEFT
1P,43,106,116,-7,-7,140,90,1,1,130,69.0,-7,-7,140,-7,-7,145,MOVE_LEFT
2P,43,106,116,-7,-7,90,140,1,0,130,69.0,-7,-7,90,-7,-7,95,MOVE_LEFT
1P,44,99,109,-7,-7,135,85,1,1,125,69.0,-7,-7,135,-7,-7,140,MOVE_LEFT
2P,44,99,109,-7,-7,85,135,1,0,125,69.0,-7,-7,85,-7,-7,90,MOVE_LEFT
1P,45,92,102,-7,-7,130,80,1,1,120,69.0,-7,-7,130,-7,-7,135,MOVE_LEFT
2P,45,92,102,-7,-7,80,130,1,0,120,69.0,-7,-7,80,-7,-7,85,MOVE_LEFT
1P,46,85,95,-7,-7,125,75,1,1,115,69.0,-7,-7,125,-7,-7,130,MOVE_LEFT
2P,46,85,95,-7,-7,75,125,1,0,115,69.0,-7,-7,75,-7,-7,80,MOVE_LEFT
1P,47,78,88,-7,-7,120,70,1,1,110,69.0,-7,-7,120,-7,-7,125,MOVE_LEFT
2P,47,78,88,-7,-7,70,120,1,0,110,69.0,-7,-7,70,-7,-7,75,MOVE_LEFT
1P,48,71,81,-7,-7,115,65,1,1,105,69.0,-7,-7,115,-7,-7,120,MOVE_LEFT
2P,48,71,81,-7,-7,65,115,1,0,105,69.0,-7,-7,65,-7,-7,70,NONE
1P,49,64,80,-7,7,110,65,1,1,100,89.0,-7,7,110,-7,-7,115,MOVE_LEFT
2P,49,64,80,-7,7,65,110,1,0,100,89.0,-7,7,65,-7,-7,65,MOVE_LEFT
1P,50,57,87,-7,7,105,60,1,1,95,89.0,-7,7,105,-7,7,110,MOVE_LEFT
2P,50,57,87,-7,7,60,105,1,0,95,89.0,-7,7,60,-7,7,65,MOVE_RIGHT
1P,51,50,94,-7,7,100,65,1,1,90,75.0,-7,7,100,-7,7,105,MOVE_LEFT
2P,51,50,94,-7,7,65,100,1,0,90,75.0,-7,7,65,-7,7,60,MOVE_LEFT
1P,52,43,101,-7,7,95,60,1,1,85,153.0,-7,7,95,-7,7,100,MOVE_LEFT
2P,52,43,101,-7,7,60,95,1,0,85,153.0,-7,7,60,-7,7,65,MOVE_LEFT
1P,53,36,108,-7,7,90,55,1,1,80,153.0,-7,7,90,-7,7,95,MOVE_LEFT
2P,53,36,108,-7,7,55,90,1,0,80,153.0,-7,7,55,-7,7,60,MOVE_LEFT
1P,54,29,115,-7,7,85,50,1,1,75,153.0,-7,7,85,-7,7,90,MOVE_LEFT
2P,54,29,115,-7,7,50,85,1,0,75,153.0,-7,7,50,-7,7,55,MOVE_LEFT
1P,55,22,122,-7,7,80,45,1,1,70,153.0,-7,7,80,-7,7,85,MOVE_LEFT
2P,55,22,122,-7,7,45,80,1,0,70,153.0,-7,7,45,-7,7,50,MOVE_LEFT
1P,56,15,129,-7,7,75,40,1,1,65,153.0,-7,7,75,-7,7,80,MOVE_LEFT
2P,56,15,129,-7,7,40,75,1,0,65,153.0,-7,7,40,-7,7,45,MOVE_LEFT
1P,57,8,136,-7,7,70,35,1,1,60,153.0,-7,7,70,-7,7,75,MOVE_LEFT
2P,57,8,136,-7,7,35,70,1,0,60,153.0,-7,7,35,-7,7,40,MOVE_LEFT
1P,58,1,143,-7,7,65,30,1,1,55,153.0,-7,7,65,-7,7,70,MOVE_LEFT
2P,58,1,143,-7,7,30,65,1,0,55,153.0,-7,7,30,-7,7,35,MOVE_LEFT
1P,59,0,150,7,7,60,25,1,1,50,125.0,7,7,60,-7,7,65,MOVE_LEFT
2P,59,0,150,7,7,25,60,1,0,50,125.0,7,7,25,-7,7,30,MOVE_RIGHT
1P,60,7,157,7,7,55,30,1,1,45,125.0,7,7,55,7,7,60,MOVE_LEFT
2P,60,7,157,7,7,30,55,1,0,45,125.0,7,7,30,7,7,25,MOVE_RIGHT
1P,61,14,164,7,7,50,35,1,1,40,125.0,7,7,50,7,7,55,MOVE_LEFT
2P,61,14,164,7,7,35,50,1,0,40,125.0,7,7,35,7,7,30,MOVE_RIGHT
1P,62,21,171,7,7,45,40,1,1,35,125.0,7,7,45,7,7,50,MOVE_RIGHT
2P,62,21,171,7,7,40,45,1,0,35,125.0,7,7,40,7,7,35,MOVE_RIGHT
1P,63,28,178,7,7,50,45,1,1,30,125.0,7,7,50,7,7,45,MOVE_LEFT
2P,63,28,178,7,7,45,50,1,0,30,125.0,7,7,45,7,7,40,MOVE_RIGHT
1P,64,35,185,7,7,45,50,1,1,25,125.0,7,7,45,7,7,50,MOVE_LEFT
2P,64,35,185,7,7,50,45,1,0,25,125.0,7,7,50,7,7,45,MOVE_RIGHT
1P,65,42,192,7,7,40,55,1,1,20,125.0,7,7,40,7,7,45,NONE
2P,65,42,192,7,7,55,40,1,0,20,125.0,7,7,55,7,7,50,MOVE_RIGHT
1P,66,49,199,7,7,40,60,1,1,15,125.0,7,7,40,7,7,40,MOVE_RIGHT
2P,66,49,199,7,7,60,40,1,0,15,125.0,7,7,60,7,7,55,MOVE_RIGHT
1P,67,56,206,7,7,45,65,1,1,10,125.0,7,7,45,7,7,40,MOVE_RIGHT
2P,67,56,206,7,7,65,45,1,0,10,125.0,7,7,65,7,7,60,MOVE_RIGHT
1P,68,63,213,7,7,50,70,1,1,5,125.0,7,7,50,7,7,45,MOVE_RIGHT
2P,68,63,213,7,7,70,50,1,0,5,125.0,7,7,70,7,7,65,MOVE_RIGHT
1P,69,70,220,7,7,55,75,1,1,0,125.0,7,7,55,7,7,50,MOVE_RIGHT
2P,69,70,220,7,7,75,55,1,0,0,125.0,7,7,75,7,7,70,MOVE_RIGHT
1P,70,77,227,7,7,60,80,1,1,5,125.0,7,7,60,7,7,55,MOVE_RIGHT
2P,70,77,227,7,7,80,60,1,0,5,125.0,7,7,80,7,7,75,MOVE_RIGHT
1P,71,84,234,7,7,65,85,1,1,10,125.0,7,7,65,7,7,60,MOVE_RIGHT
2P,71,84,234,7,7,85,65,1,0,10,125.0,7,7,85,7,7,80,MOVE_RIGHT
1P,72,91,241,7,7,70,90,1,1,15,125.0,7,7,70,7,7,65,MOVE_RIGHT
2P,72,91,241,7,7,90,70,1,0,15,125.0,7,7,90,7,7,85,MOVE_RIGHT
1P,73,98,248,7,7,75,95,1,1,20,125.0,7,7,75,7,7,70,MOVE_RIGHT
2P,73,98,248,7,7,95,75,1,0,20,125.0,7,7,95,7,7,90,MOVE_RIGHT
1P,74,105,255,7,7,80,100,1,1,25,125.0,7,7,80,7,7,75,MOVE_RIGHT
2P,74,105,255,7,7,100,80,1,0,25,125.0,7,7,100,7,7,95,MOVE_RIGHT
1P,75,112,262,7,7,85,105,1,1,30,130.0,7,7,85,7,7,80,MOVE_RIGHT
2P,75,112,262,7,7,105,85,1,0,30,130.0,7,7,105,7,7,100,MOVE_RIGHT
1P,76,119,269,7,7,90,110,1,1,35,135.0,7,7,90,7,7,85,MOVE_RIGHT
2P,76,119,269,7,7,110,90,1,0,35,135.0,7,7,110,7,7,105,MOVE_RIGHT
1P,77,126,276,7,7,95,115,1,1,40,125.0,7,7,95,7,7,90,MOVE_RIGHT
2P,77,126,276,7,7,115,95,1,0,40,125.0,7,7,115,7,7,110,MOVE_RIGHT
1P,78,133,283,7,7,100,120,1,1,45,125.0,7,7,100,7,7,95,MOVE_RIGHT
2P,78,133,283,7,7,120,100,1,0,45,125.0,7,7,120,7,7,115,MOVE_RIGHT
1P,79,140,290,7,7,105,125,1,1,50,125.0,7,7,105,7,7,100,MOVE_RIGHT
2P,79,140,290,7,7,125,105,1,0,50,125.0,7,7,125,7,7,120,MOVE_RIGHT
1P,80,147,297,7,7,110,130,1,1,55,125.0,7,7,110,7,7,105,MOVE_RIGHT
2P,80,147,297,7,7,130,110,1,0,55,125.0,7,7,130,7,7,125,MOVE_RIGHT
1P,81,154,304,7,7,115,135,1,1,60,125.0,7,7,115,7,7,110,MOVE_RIGHT
2P,81,154,304,7,7,135,115,1,0,60,125.0,7,7,135,7,7,130,MOVE_RIGHT
1P,82,161,311,7,7,120,140,1,1,65,125.0,7,7,120,7,7,115,MOVE_RIGHT
2P,82,161,311,7,7,140,120,1,0,65,125.0,7,7,140,7,7,135,MOVE_RIGHT
1P,83,168,318,7,7,125,145,1,1,70,125.0,7,7,125,7,7,120,MOVE_RIGHT
2P,83,168,318,7,7,145,125,1,0,70,125.0,7,7,145,7,7,140,MOVE_RIGHT
1P,84,175,325,7,7,130,150,1,1,75,125.0,7,7,130,7,7,125,MOVE_RIGHT
2P,84,175,325,7,7,150,130,1,0,75,125.0,7,7,150,7,7,145,MOVE_LEFT
1P,85,182,332,7,7,135,145,1,1,80,125.0,7,7,135,7,7,130,MOVE_RIGHT
2P,85,182,332,7,7,145,135,1,0,80,125.0,7,7,145,7,7,150,MOVE_RIGHT
1P,86,189,339,7,7,140,150,1,1,85,125.0,7,7,140,7,7,135,MOVE_RIGHT
2P,86,189,339,7,7,150,140,1,0,85,125.0,7,7,150,7,7,145,MOVE_RIGHT
1P,87,190,346,-7,7,145,155,1,1,90,125.0,-7,7,145,7,7,140,MOVE_RIGHT
2P,87,190,346,-7,7,155,145,1,0,90,125.0,-7,7,155,7,7,150,MOVE_LEFT
1P,88,183,353,-7,7,150,150,1,1,95,125.0,-7,7,150,-7,7,145,MOVE_RIGHT
2P,88,183,353,-7,7,150,150,1,0,95,125.0,-7,7,150,-7,7,155,MOVE_LEFT
1P,89,176,360,-7,7,155,145,1,1,100,125.0,-7,7,155,-7,7,150,MOVE_RIGHT
2P,89,176,360,-7,7,145,155,1,0,100,125.0,-7,7,145,-7,7,150,MOVE_LEFT
1P,90,169,367,-7,7,160,140,1,1,105,125.0,-7,7,160,-7,7,155,MOVE_RIGHT
2P,90,169,367,-7,7,140,160,1,0,105,125.0,-7,7,140,-7,7,145,MOVE_LEFT
1P,91,162,374,-7,7,160,135,1,1,110,125.0,-7,7,160,-7,7,160,NONE
2P,91,162,374,-7,7,135,160,1,0,110,125.0,-7,7,135,-7,7,140,MOVE_LEFT
1P,92,155,381,-7,7,160,130,1,1,115,125.0,-7,7,160,-7,7,160,NONE
2P,92,155,381,-7,7,130,160,1,0,115,125.0,-7,7,130,-7,7,135,MOVE_LEFT
1P,93,148,388,-7,7,160,125,1,1,120,125.0,-7,7,160,-7,7,160,MOVE_LEFT
2P,93,148,388,-7,7,125,160,1,0,120,125.0,-7,7,125,-7,7,130,MOVE_LEFT
1P,94,141,395,-7,7,155,120,1,1,125,125.0,-7,7,155,-7,7,160,MOVE_LEFT
2P,94,141,395,-7,7,120,155,1,0,125,125.0,-7,7,120,-7,7,125,MOVE_LEFT
1P,95,134,402,-7,7,150,115,1,1,130,125.0,-7,7,150,-7,7,155,MOVE_LEFT
2P,95,134,402,-7,7,115,150,1,0,130,125.0,-7,7,115,-7,7,120,MOVE_LEFT
1P,96,127,409,-7,7,145,110,1,1,135,125.0,-7,7,145,-7,7,150,MOVE_LEFT
2P,96,127,409,-7,7,110,145,1,0,135,125.0,-7,7,110,-7,7,115,MOVE_LEFT
1P,97,120,416,-7,7,140,105,1,1,140,27.0,-7,7,140,-7,7,145,MOVE_LEFT
2P,97,120,416,-7,7,105,140,1,0,140,27.0,-7,7,105,-7,7,110,MOVE_LEFT
1P,98,113,423,-7,7,135,100,1,1,145,27.0,-7,7,135,-7,7,140,MOVE_LEFT
2P,98,113,423,-7,7,100,135,1,0,145,27.0,-7,7,100,-7,7,105,MOVE_LEFT
1P,99,106,430,-7,7,130,95,1,1,150,55.0,-7,7,130,-7,7,135,MOVE_LEFT
2P,99,106,430,-7,7,95,130,1,0,150,55.0,-7,7,95,-7,7,100,MOVE_LEFT
1P,0,95,80,0,0,80,80,0,0,-220,100.0,0,0,80,-7,7,130,MOVE_RIGHT
2P,0,95,80,0,0,80,80,0,1,-220,100.0,0,0,80,-7,7,95,MOVE_RIGHT
1P,1,100,80,0,0,85,85,0,0,0,105.0,0,0,85,0,0,80,MOVE_RIGHT
2P,1,100,80,0,0,85,85,0,1,0,105.0,0,0,85,0,0,80,SERVE_TO_LEFT
1P,2,100,80,-7,7,90,85,1,0,5,160.0,-7,7,90,0,0,85,MOVE_RIGHT
2P,2,100,80,-7,7,85,90,1,1,5,160.0,-7,7,85,0,0,85,MOVE_LEFT
1P,3,93,87,-7,7,95,80,1,0,10,160.0,-7,7,95,-7,7,90,NONE
2P,3,93,87,-7,7,80,95,1,1,10,160.0,-7,7,80,-7,7,85,MOVE_LEFT
1P,4,86,94,-7,7,95,75,1,0,15,160.0,-7,7,95,-7,7,95,MOVE_LEFT
2P,4,86,94,-7,7,75,95,1,1,15,160.0,-7,7,75,-7,7,80,MOVE_LEFT
1P,5,79,101,-7,7,90,70,1,0,20,188.0,-7,7,90,-7,7,95,MOVE_LEFT
2P,5,79,101,-7,7,70,90,1,1,20,188.0,-7,7,70,-7,7,75,MOVE_LEFT
1P,6,72,108,-7,7,85,65,1,0,25,188.0,-7,7,85,-7,7,90,MOVE_LEFT
2P,6,72,108,-7,7,65,85,1,1,25,188.0,-7,7,65,-7,7,70,MOVE_LEFT
1P,7,65,115,-7,7,80,60,1,0,30,188.0,-7,7,80,-7,7,85,MOVE_LEFT
2P,7,65,115,-7,7,60,80,1,1,30,188.0,-7,7,60,-7,7,65,MOVE_LEFT
1P,8,58,122,-7,7,75,55,1,0,35,188.0,-7,7,75,-7,7,80,MOVE_LEFT
2P,8,58,122,-7,7,55,75,1,1,35,188.0,-7,7,55,-7,7,60,MOVE_LEFT
1P,9,51,129,-7,7,70,50,1,0,40,188.0,-7,7,70,-7,7,75,MOVE_LEFT
2P,9,51,129,-7,7,50,70,1,1,40,188.0,-7,7,50,-7,7,55,MOVE_LEFT
1P,10,44,136,-7,7,65,45,1,0,45,188.0,-7,7,65,-7,7,70,MOVE_LEFT
2P,10,44,136,-7,7,45,65,1,1,45,188.0,-7,7,45,-7,7,50,MOVE_LEFT
1P,11,37,143,-7,7,60,40,1,0,50,188.0,-7,7,60,-7,7,65,MOVE_LEFT
2P,11,37,143,-7,7,40,60,1,1,50,188.0,-7,7,40,-7,7,45,MOVE_LEFT
1P,12,30,150,-7,7,55,35,1,0,55,110.0,-7,7,55,-7,7,60,MOVE_LEFT
2P,12,30,150,-7,7,35,55,1,1,55,110.0,-7,7,35,-7,7,40,MOVE_LEFT
1P,13,23,157,-7,7,50,30,1,0,60,124.0,-7,7,50,-7,7,55,MOVE_LEFT
2P,13,23,157,-7,7,30,50,1,1,60,124.0,-7,7,30,-7,7,35,MOVE_LEFT
1P,14,16,164,-7,7,45,25,1,0,65,124.0,-7,7,45,-7,7,50,MOVE_LEFT
